IngredientID,Name,A,B,C,D,E,(Base) Price,Taste,Touch,Smell,Sight,Sound,Type,Rarity,Location,magimin summary,Total Magimin,Magimin Balance,Magimin Ratio,Any,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
69,Figment Pomme,0,18,6,0,0,26,0,0,0,0,0,Fruit,Uncommon,Bone Wastes,0:18:6:0:0,24,0:3:1:0:0,0.923,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
70,Fire Flower,40,0,0,20,0,55,0,0,-5,0,0,Flower,Rare,Storm Plains,40:0:0:20:0,60,2:0:0:1:0,1.091,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
71,Frog Leg,0,0,24,12,0,33,0,0,0,-5,0,Flesh,Epic,Bone Wastes,0:0:24:12:0,36,0:0:2:1:0,1.091,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
72,Frost Hopper,33,33,44,44,0,196,5,-5,0,0,0,Bug,Common,Arctic,33:33:44:44:0,154,3:3:4:4:0,0.786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73,Fulgurite Ore,0,0,0,30,0,40,0,0,0,0,0,Ores,Uncommon,Storm Plains,0:0:0:30:0,30,0:0:0:1:0,0.750,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
74,Funeral Pyre Enoki,88,88,44,44,0,280,0,-5,-5,0,0,Fungus,Epic,Dragon Oasis,88:88:44:44:0,264,2:2:1:1:0,0.943,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
75,Geode Citrus,0,16,0,0,48,94,0,0,0,0,0,Fruit,Uncommon,Crystalline Forest,0:16:0:0:48,64,0:1:0:0:3,0.681,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
76,Ghostlight Bloom,18,0,0,6,0,28,0,0,0,0,0,Flower,Uncommon,Mushroom Mire,18:0:0:6:0,24,3:0:0:1:0,0.857,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
77,Giantstool Mushroom,0,20,0,0,0,40,0,5,0,0,0,Fungus,Common,Storm Plains,0:20:0:0:0,20,0:1:0:0:0,0.500,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
78,Glass Ore,0,0,0,18,0,24,0,0,0,0,0,Ores,Common,Bone Wastes,0:0:0:18:0,18,0:0:0:1:0,0.750,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
79,Gold Dollop,33,33,33,33,0,176,0,0,0,0,0,Slime,Rare,Dragon Oasis,33:33:33:33:0,132,1:1:1:1:0,0.750,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80,Golem's-Eye Diamond,0,12,12,0,0,28,0,0,0,0,0,Gem,Uncommon,Bone Wastes,0:12:12:0:0,24,0:1:1:0:0,0.857,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
81,Golemite,18,12,0,10,0,38,0,0,0,0,0,Mineral,Rare,Bone Wastes,18:12:0:10:0,40,9:6:0:5:0,1.053,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
82,Griffin's-Whetstone Diamond,0,32,32,0,0,86,0,0,0,0,0,Gem,Common,Ice Craggs,0:32:32:0:0,64,0:1:1:0:0,0.744,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
83,Guillotine Eel,33,33,33,0,0,126,0,0,0,0,0,Fish,Common,Crater,33:33:33:0:0,99,1:1:1:0:0,0.786,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,Hallucinatory Shroom,0,0,30,0,0,36,5,0,0,0,-5,Fungus,Rare,Shadow Steppe,0:0:30:0:0,30,0:0:1:0:0,0.833,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
85,Hangman Eel,24,24,24,0,0,95,0,0,0,0,0,Fish,Uncommon,Sulfuric Falls,24:24:24:0:0,72,1:1:1:0:0,0.758,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,Harpy's Heart of Stone,16,0,0,32,0,76,0,5,0,0,0,Flesh,Uncommon,Ice Craggs,16:0:0:32:0,48,1:0:0:2:0,0.632,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
87,Harpy's Snare,24,24,24,0,24,150,0,0,0,0,0,Plant,Epic,Ice Craggs,24:24:24:0:24,96,1:1:1:0:1,0.640,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Hellhound Daisy,0,22,0,66,0,125,0,0,0,0,0,Flower,Uncommon,Arctic,0:22:0:66:0,88,0:1:0:3:0,0.704,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
89,Hoarite,55,55,0,22,0,167,-5,0,0,5,0,Mineral,Rare,Arctic,55:55:0:22:0,132,5:5:0:2:0,0.790,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
90,Hocus Locust,28,28,140,28,0,287,5,-5,0,0,0,Bug,Epic,Magical Wasteland,28:28:140:28:0,224,1:1:5:1:0,0.780,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,Horned Jelly,18,0,0,0,0,20,0,-5,0,5,0,Slime,Uncommon,Bone Wastes,18:0:0:0:0,18,1:0:0:0:0,0.900,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
92,Hydra Vertebra,9,9,9,0,0,35,0,0,0,0,0,Bone,Common,Mushroom Mire,9:9:9:0:0,27,1:1:1:0:0,0.771,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,Icicle Pufferfish,132,0,66,0,0,210,0,0,0,-5,-5,Fish,Uncommon,Arctic,132:0:66:0:0,198,2:0:1:0:0,0.943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
94,Impstool Mushroom,0,4,0,0,0,17,0,5,0,0,0,Fungus,Common,Enchanted Forest,0:4:0:0:0,4,0:1:0:0:0,0.235,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
95,Inverted Brable-Rose,22,0,0,0,0,46,0,5,0,0,5,Flower,Uncommon,Crater,22:0:0:0:0,22,1:0:0:0:0,0.478,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
96,Jelly Blossom,0,0,0,0,30,55,0,0,0,0,0,Flower,Rare,Ocean Coasts,0:0:0:0:30,30,0:0:0:0:1,0.545,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
97,Jeweled Scarab,0,24,24,24,0,105,0,0,0,0,0,Bug,Common,Crystalline Forest,0:24:24:24:0,72,0:1:1:1:0,0.686,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,Jotunn's Frozen Heart,22,0,0,44,0,98,0,5,0,0,0,Flesh,Uncommon,Arctic,22:0:0:44:0,66,1:0:0:2:0,0.673,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
99,Kappa Pheromones,4,0,4,0,0,13,0,0,0,0,0,Essences,Uncommon,Enchanted Forest,4:0:4:0:0,8,1:0:1:0:0,0.615,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
100,Lamia's Shed Scales,0,0,0,48,16,110,0,0,0,0,0,Flesh,Uncommon,Sulfuric Falls,0:0:0:48:16,64,0:0:0:3:1,0.582,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
101,Lazuli Ore,64,48,0,0,32,174,0,0,0,0,-5,Ores,Rare,Crystalline Forest,64:48:0:0:32,144,4:3:0:0:2,0.828,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,Leech Snail's Shell,12,12,0,0,0,26,0,0,0,0,0,Mineral,Uncommon,Bone Wastes,12:12:0:0:0,24,1:1:0:0:0,0.923,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
103,Lethal Injection Eel,42,42,42,0,0,164,0,0,0,0,0,Fish,Common,Magical Wasteland,42:42:42:0:0,126,1:1:1:0:0,0.768,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,Lich's Femur,0,0,70,70,28,247,0,0,0,0,0,Bone,Uncommon,Magical Wasteland,0:0:70:70:28,168,0:0:5:5:2,0.680,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
105,Liquid Metal Ore,0,44,88,0,0,162,0,-5,0,0,0,Ores,Common,Crater,0:44:88:0:0,132,0:1:2:0:0,0.815,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
106,Lustrous Pearl,0,0,0,32,0,60,0,0,0,5,0,Gem,Common,Crystalline Forest,0:0:0:32:0,32,0:0:0:1:0,0.533,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
107,Magma Beetle,0,33,33,33,0,124,0,0,0,0,0,Bug,Common,Dragon Oasis,0:33:33:33:0,99,0:1:1:1:0,0.798,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,Malachite Ore,30,10,0,0,20,93,0,0,0,0,0,Ores,Rare,Ocean Coasts,30:10:0:0:20,60,3:1:0:0:2,0.645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,Mana Blaze,50,40,30,20,10,234,0,5,5,0,0,Pure Mana,Epic,Dragon Oasis,50:40:30:20:10,150,5:4:3:2:1,0.641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,Mana Conflagration,35,45,55,65,75,316,0,0,-5,-5,0,Pure Mana,Epic,Arctic,35:45:55:65:75,275,7:9:11:13:15,0.870,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,Mana Heart,28,28,28,98,28,450,5,0,5,0,0,Pure Mana,Epic,Magical Wasteland,28:28:28:98:28,210,2:2:2:7:2,0.467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
112,Mana Maelstrom,98,28,28,28,28,375,0,0,0,5,5,Pure Mana,Epic,Magical Wasteland,98:28:28:28:28,210,7:2:2:2:2,0.560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113,Mana Prism,28,28,98,28,28,425,0,5,0,5,0,Pure Mana,Epic,Magical Wasteland,28:28:98:28:28,210,2:2:7:2:2,0.494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,Mana Singularity,28,28,28,28,98,475,0,0,5,0,5,Pure Mana,Epic,Magical Wasteland,28:28:28:28:98,210,2:2:2:2:7,0.442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,Mana Vortex,28,98,28,28,28,400,5,0,0,0,5,Pure Mana,Epic,Magical Wasteland,28:98:28:28:28,210,2:7:2:2:2,0.525,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,Mandragon Root,0,30,0,0,0,34,0,0,0,0,0,Plant,Common,Ocean Coasts,0:30:0:0:0,30,0:1:0:0:0,0.882,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
117,Mandrake Root,0,6,0,0,0,6,0,0,0,0,0,Plant,Common,Enchanted Forest,0:6:0:0:0,6,0:1:0:0:0,1.000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
118,Manwyrm Root,0,18,0,0,0,14,0,0,0,0,0,Plant,Common,Bone Wastes,0:18:0:0:0,18,0:1:0:0:0,1.286,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
119,Mass Grave Enoki,56,112,112,56,0,386,0,-5,-5,0,0,Fungus,Rare,Magical Wasteland,56:112:112:56:0,336,1:2:2:1:0,0.870,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
120,Medusa Spore,0,48,0,16,0,94,-5,0,5,0,0,Fungus,Common,Ice Craggs,0:48:0:16:0,64,0:3:0:1:0,0.681,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
121,Miasma Spore,0,18,0,6,0,30,0,0,0,0,0,Fungus,Uncommon,Mushroom Mire,0:18:0:6:0,24,0:3:0:1:0,0.800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
122,Mosquito Plant,10,0,20,0,30,105,0,0,0,0,0,Plant,Epic,Shadow Steppe,10:0:20:0:30,60,1:0:2:0:3,0.571,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
123,Moss Berries,0,10,0,20,0,35,0,0,0,0,0,Fruit,Common,Mushroom Mire,0:10:0:20:0,30,0:1:0:2:0,0.857,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
124,Mote of Mana,15,15,15,15,15,130,0,0,0,0,0,Pure Mana,Epic,Shadow Steppe,15:15:15:15:15,75,1:1:1:1:1,0.577,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,Mud Shrimp,6,0,12,0,0,26,0,0,5,0,0,Fish,Rare,Mushroom Mire,6:0:12:0:0,18,1:0:2:0:0,0.692,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
126,Murkwater Pearl,0,0,0,12,0,27,0,0,0,5,0,Gem,Uncommon,Mushroom Mire,0:0:0:12:0,12,0:0:0:1:0,0.444,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
127,Naga's Fang,0,48,0,0,16,98,0,-5,0,0,5,Bone,Common,Sulfuric Falls,0:48:0:0:16,64,0:3:0:0:1,0.653,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
128,Nessie Pheromones,20,0,20,0,0,50,0,0,0,0,0,Essences,Common,Ocean Coasts,20:0:20:0:0,40,1:0:1:0:0,0.800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
129,Nether Ore,0,0,22,0,0,51,0,0,5,5,0,Ores,Rare,Arctic,0:0:22:0:0,22,0:0:1:0:0,0.431,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
130,Nightmare Pomme,0,33,11,0,0,72,0,0,0,5,5,Fruit,Rare,Crater,0:33:11:0:0,44,0:3:1:0:0,0.611,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
131,Nuclear Shadow,0,70,70,28,0,228,0,5,0,0,0,Essences,Rare,Magical Wasteland,0:70:70:28:0,168,0:5:5:2:0,0.737,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,Ogre's Shadow,32,0,32,0,0,74,0,0,0,0,0,Essences,Common,Crystalline Forest,32:0:32:0:0,64,1:0:1:0:0,0.865,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
133,Orchid of the Ice Princess,11,33,0,33,0,116,0,0,5,0,0,Flower,Rare,Arctic,11:33:0:33:0,77,1:3:0:3:0,0.664,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
134,Orchid of the Witch Queen,28,70,0,70,0,248,0,0,5,0,0,Flower,Rare,Magical Wasteland,28:70:0:70:0,168,2:5:0:5:0,0.677,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
135,Owlbear Pheromones,0,0,0,0,64,90,0,0,-5,0,0,Essences,Uncommon,Crystalline Forest,0:0:0:0:64,64,0:0:0:0:1,0.711,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
136,Pandemonium Shroom,66,0,0,0,0,72,5,0,0,0,-5,Fungus,Common,Dragon Oasis,66:0:0:0:0,66,1:0:0:0:0,0.917,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
