IngredientID,Name,A,B,C,D,E,(Base) Price,Taste,Touch,Smell,Sight,Sound,Type,Rarity,Location,magimin summary,Total Magimin,Magimin Balance,Magimin Ratio,Any,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
137,Pegasus Mite,96,48,0,0,0,134,0,-5,0,0,-5,Bug,Uncommon,Crystalline Forest,96:48:0:0:0,144,2:1:0:0:0,1.075,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
138,Phantom Pomme,0,10,30,0,0,64,5,0,0,0,-5,Fruit,Epic,Ocean Coasts,0:10:30:0:0,40,0:1:3:0:0,0.625,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
139,Phoenix Tear,0,24,24,8,0,82,0,5,0,0,0,Essences,Epic,Crystalline Forest,0:24:24:8:0,56,0:3:3:1:0,0.683,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,Photonic Spore,0,10,0,30,0,52,-5,0,5,0,0,Fungus,Epic,Shadow Steppe,0:10:0:30:0,40,0:1:0:3:0,0.769,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
141,Pixiedust Diamond,0,4,4,0,0,14,0,0,0,0,0,Gem,Uncommon,Enchanted Forest,0:4:4:0:0,8,0:1:1:0:0,0.571,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
142,Platinum Slime,42,42,42,42,0,178,0,0,0,0,0,Slime,Rare,Magical Wasteland,42:42:42:42:0,168,1:1:1:1:0,0.944,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,Poison Quartz,64,48,0,32,0,185,0,0,0,0,-5,Gem,Rare,Sulfuric Falls,64:48:0:32:0,144,4:3:0:2:0,0.778,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
144,Puckberry,18,0,0,0,0,16,0,0,0,0,0,Fruit,Common,Mushroom Mire,18:0:0:0:0,18,1:0:0:0:0,1.125,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
145,Qilin's Tri-Horn,0,0,24,0,0,18,-5,0,0,0,0,Bone,Common,Mushroom Mire,0:0:24:0:0,24,0:0:1:0:0,1.333,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
146,Raiju Droppings,0,0,30,10,0,55,0,0,0,0,0,Essences,Uncommon,Storm Plains,0:0:30:10:0,40,0:0:3:1:0,0.727,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
147,Raven's Shadow,0,10,12,18,0,52,0,0,0,0,0,Essences,Rare,Mushroom Mire,0:10:12:18:0,40,0:5:6:9:0,0.769,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,Reef Radish,0,30,0,0,0,32,-5,0,0,0,5,Plant,Rare,Ocean Coasts,0:30:0:0:0,30,0:1:0:0:0,0.938,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
149,River Calamari,8,0,0,0,0,5,0,-5,0,0,0,Fish,Common,Enchanted Forest,8:0:0:0:0,8,1:0:0:0:0,1.600,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
150,River-Pixie's Shell,4,4,0,0,0,11,0,0,0,0,0,Mineral,Uncommon,Enchanted Forest,4:4:0:0:0,8,1:1:0:0:0,0.727,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
151,Rock Salt,24,0,0,0,8,68,5,0,0,5,0,Mineral,Uncommon,Ice Craggs,24:0:0:0:8,32,3:0:0:0:1,0.471,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
152,Rotfly Adult,0,0,20,0,0,38,5,0,0,0,0,Bug,Uncommon,Ocean Coasts,0:0:20:0:0,20,0:0:1:0:0,0.526,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
153,Rotfly Cocoon,0,0,12,0,0,25,5,0,0,0,0,Bug,Uncommon,Bone Wastes,0:0:12:0:0,12,0:0:1:0:0,0.480,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
154,Rotfly Larva,0,0,4,0,0,10,5,0,0,0,0,Bug,Common,Enchanted Forest,0:0:4:0:0,4,0:0:1:0:0,0.400,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
155,Rotfly Matriarch,0,0,32,0,0,65,5,0,0,0,0,Bug,Common,Sulfuric Falls,0:0:32:0:0,32,0:0:1:0:0,0.492,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
156,Rotfly Mutant,0,0,44,0,0,74,5,0,0,0,0,Bug,Common,Crater,0:0:44:0:0,44,0:0:1:0:0,0.595,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
157,Rottermelon,0,0,0,64,0,68,0,0,0,-5,0,Fruit,Common,Sulfuric Falls,0:0:0:64:0,64,0:0:0:1:0,0.941,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
158,Sack of Composite Slime,0,0,30,0,0,36,0,0,0,0,0,Slime,Common,Shadow Steppe,0:0:30:0:0,30,0:0:1:0:0,0.833,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
159,Sack of Hive Slime,0,0,18,0,0,21,0,0,0,0,0,Slime,Common,Mushroom Mire,0:0:18:0:0,18,0:0:1:0:0,0.857,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
160,Sack of Slime,0,0,6,0,0,7,0,0,0,0,0,Slime,Common,Enchanted Forest,0:0:6:0:0,6,0:0:1:0:0,0.857,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
161,Salamander's Fiery Tongue,0,24,0,0,0,22,0,0,-5,0,0,Flesh,Common,Bone Wastes,0:24:0:0:0,24,0:1:0:0:0,1.091,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
162,Saltwatermelon,0,0,0,40,0,44,0,0,0,-5,0,Fruit,Uncommon,Ocean Coasts,0:0:0:40:0,40,0:0:0:1:0,0.909,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
163,Scimitar Crab's Shell,32,32,0,0,0,76,0,0,0,0,0,Mineral,Common,Sulfuric Falls,32:32:0:0:0,64,1:1:0:0:0,0.842,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
164,Sea Salt,30,0,0,0,10,55,0,0,0,0,0,Mineral,Uncommon,Ocean Coasts,30:0:0:0:10,40,3:0:0:0:1,0.727,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
165,Selkie Lice,10,20,0,0,0,50,0,5,0,0,0,Bug,Rare,Ocean Coasts,10:20:0:0:0,30,1:2:0:0:0,0.600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
166,Sepulcher Widow,0,0,0,0,48,82,0,0,0,5,-5,Bug,Uncommon,Ice Craggs,0:0:0:0:48,48,0:0:0:0:1,0.585,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
167,Sequined Custard,0,0,32,0,16,84,0,0,0,5,0,Slime,Uncommon,Crystalline Forest,0:0:32:0:16,48,0:0:2:0:1,0.571,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
168,Serpent's Slippery Tongue,0,8,0,0,0,6,0,0,-5,0,0,Flesh,Common,Enchanted Forest,0:8:0:0:0,8,0:1:0:0:0,1.333,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
169,Shadowveil Pearl,0,0,0,20,0,38,0,0,0,5,0,Gem,Uncommon,Shadow Steppe,0:0:0:20:0,20,0:0:0:1:0,0.526,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
170,Shallow Grave Enoki,32,64,64,32,0,200,0,-5,-5,0,0,Fungus,Rare,Crystalline Forest,32:64:64:32:0,192,1:2:2:1:0,0.960,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,Shelled Pudding,32,0,0,32,0,90,0,0,0,0,0,Slime,Common,Sulfuric Falls,32:0:0:32:0,64,1:0:0:1:0,0.711,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
172,Silver Dollop,24,24,24,24,0,138,0,0,0,0,0,Slime,Epic,Crystalline Forest,24:24:24:24:0,96,1:1:1:1:0,0.696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173,Silver Stag Antler,0,0,64,0,0,72,-5,0,0,0,0,Bone,Common,Ice Craggs,0:0:64:0:0,64,0:0:1:0:0,0.889,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
174,Sinfandel,80,0,80,80,40,362,-5,0,0,0,0,Fruit,Rare,Magical Wasteland,80:0:80:80:40,280,2:0:2:2:1,0.773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,Slapping Turtle's Shell,20,20,0,0,0,46,0,0,0,0,0,Mineral,Common,Storm Plains,20:20:0:0:0,40,1:1:0:0:0,0.870,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
176,Slaughtermelon,0,0,0,76,0,105,0,0,0,-5,0,Fruit,Common,Crater,0:0:0:76:0,76,0:0:0:1:0,0.724,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
177,Snowflake Spore,0,66,0,22,0,105,-5,0,5,0,0,Fungus,Common,Arctic,0:66:0:22:0,88,0:3:0:1:0,0.838,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
178,Sorcerite,70,70,0,28,0,232,-5,0,0,5,0,Mineral,Rare,Magical Wasteland,70:70:0:28:0,168,5:5:0:2:0,0.724,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
179,Space Nautilus's Shell,44,44,0,0,0,102,0,0,0,0,0,Mineral,Common,Crater,44:44:0:0:0,88,1:1:0:0:0,0.863,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
180,Spark of Mana,33,33,33,33,33,215,0,0,0,0,0,Pure Mana,Epic,Crater,33:33:33:33:33,165,1:1:1:1:1,0.767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181,Sphinx Flea,12,6,0,0,0,35,0,5,0,0,0,Bug,Rare,Bone Wastes,12:6:0:0:0,18,2:1:0:0:0,0.514,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
182,Spider's-Bait Diamond,0,20,20,0,0,50,0,0,0,0,0,Gem,Uncommon,Shadow Steppe,0:20:20:0:0,40,0:1:1:0:0,0.800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
183,Spriggan Antler,0,0,40,0,0,38,-5,0,0,0,0,Bone,Uncommon,Storm Plains,0:0:40:0:0,40,0:0:1:0:0,1.053,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
184,Squid Vine,20,20,15,0,15,135,0,0,0,0,0,Plant,Rare,Ocean Coasts,20:20:15:0:15,70,4:4:3:0:3,0.519,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,Stalking Mold,22,0,0,0,66,123,0,0,0,0,0,Fungus,Uncommon,Crater,22:0:0:0:66,88,1:0:0:0:3,0.715,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
186,Stalking Skeleton's Fibula,0,0,40,40,16,150,0,0,0,0,0,Bone,Uncommon,Ice Craggs,0:0:40:40:16,96,0:0:5:5:2,0.640,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
187,Static Spiderling,0,0,0,0,30,50,0,0,0,-5,5,Bug,Rare,Storm Plains,0:0:0:0:30,30,0:0:0:0:1,0.600,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
188,Supernalite,48,32,0,16,0,134,-5,0,0,5,0,Mineral,Rare,Ice Craggs,48:32:0:16:0,96,3:2:0:1:0,0.716,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
189,Swamp Fish,12,0,0,6,0,22,0,0,0,0,0,Fish,Common,Mushroom Mire,12:0:0:6:0,18,2:0:0:1:0,0.818,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
190,Swamp Octopus,24,0,0,0,0,18,0,-5,0,0,0,Fish,Common,Mushroom Mire,24:0:0:0:0,24,1:0:0:0:0,1.333,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
191,Thunder Quartz,30,10,20,0,0,72,0,0,0,0,0,Gem,Uncommon,Storm Plains,30:10:20:0:0,60,3:1:2:0:0,0.833,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
192,Thunderbird's Molted Feather,0,0,30,0,10,60,0,0,0,0,0,Flesh,Rare,Storm Plains,0:0:30:0:10,40,0:0:3:0:1,0.667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
193,Trollstool Mushroom,0,12,0,0,0,20,0,5,0,0,0,Fungus,Common,Mushroom Mire,0:12:0:0:0,12,0:1:0:0:0,0.600,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
194,Underworld Pomegranate,28,28,28,140,0,332,5,0,0,-5,0,Fruit,Epic,Magical Wasteland,28:28:28:140:0,224,1:1:1:5:0,0.675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
195,Unicorn Horn,0,0,8,0,0,6,-5,0,0,0,0,Bone,Common,Enchanted Forest,0:0:8:0:0,8,0:0:1:0:0,1.333,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
196,Venous Witch-Trap,28,0,70,0,70,214,0,0,0,0,0,Plant,Uncommon,Magical Wasteland,28:0:70:0:70,168,2:0:5:0:5,0.785,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
197,Warg Pheromones,12,0,12,0,0,26,0,0,0,0,0,Essences,Uncommon,Mushroom Mire,12:0:12:0:0,24,1:0:1:0:0,0.923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
198,Watchdog Daisy,0,16,0,48,0,83,0,0,0,0,0,Flower,Common,Ice Craggs,0:16:0:48:0,64,0:1:0:3:0,0.771,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
199,Weeping Metal Ore,0,32,64,0,0,66,0,-5,0,0,0,Ores,Common,Sulfuric Falls,0:32:64:0:0,96,0:1:2:0:0,1.455,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
200,Yeti Antler,0,0,88,0,0,104,-5,0,0,0,0,Bone,Common,Arctic,0:0:88:0:0,88,0:0:1:0:0,0.846,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
201,Widowmaker Pepper,0,44,0,44,0,126,0,0,0,0,0,Plant,Common,Dragon Oasis,0:44:0:44:0,88,0:1:0:1:0,0.698,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
202,Winged Gelatin,0,0,0,66,0,103,0,5,-5,0,0,Slime,Uncommon,Arctic,0:0:0:66:0,66,0:0:0:1:0,0.641,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
203,Witchbramble Vine,42,42,42,0,42,210,0,0,0,0,0,Plant,Rare,Magical Wasteland,42:42:42:0:42,168,1:1:1:0:1,0.800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204,Wraith Orchid,0,0,0,12,0,19,0,0,0,0,0,Flower,Common,Mushroom Mire,0:0:0:12:0,12,0:0:0:1:0,0.632,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
205,Xeno Noir,66,0,66,33,33,236,-5,0,0,0,0,Fruit,Rare,Crater,66:0:66:33:33,198,2:0:2:1:1,0.839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
206,Xenoplasm,0,55,55,22,0,166,0,0,0,-5,5,Essences,Rare,Crater,0:55:55:22:0,132,0:5:5:2:0,0.795,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE